id,created_at,updated_at,flight_identifier,flt_num,scheduled_origin_gate,scheduled_destination_gate,out_gmt,in_gmt,off_gmt,on_gmt,destination,origin,destination_full_name,origin_full_name
296508,2019-09-19 20:36:44,2019-09-19 20:36:44,9e8637a1-8c90-4e3d-ba80-23ebda8dbdf3,63,316,18,2019-02-10 02:34:03,2019-02-10 11:23:57,2019-02-10 02:49:14,2019-02-10 11:16:37,IAH,GRU,George Bush Intercontinental/h,Guarulhos-gov. Andre Franco Mo
296510,2019-09-19 20:36:44,2019-09-19 20:36:44,aa1e5565-07eb-400a-a3f7-13d0d6fd4856,101,7,53,2019-02-10 02:22:41,2019-02-10 19:22:46,2019-02-10 02:37:40,2019-02-10 19:18:19,SYD,IAH,Kingsford Smith Intl,George Bush Intercontinental/h
296512,2019-09-19 20:36:44,2019-09-19 20:36:44,cd0ede81-8a32-44aa-a5ae-23c8d2b4a5b3,356,Any,Any,2019-02-10 02:25:38,2019-02-10 03:34:32,2019-02-10 02:41:29,2019-02-10 03:29:20,PDT,PDX,Eastern Oreg Regl At Pendleton,Portland Intl
296514,2019-09-19 20:36:44,2019-09-19 20:36:44,d222c10e-a417-4a2b-87b5-df55a37faa34,23,D67,10,2019-02-10 02:27:22,2019-02-10 14:52:04,2019-02-10 02:40:13,2019-02-10 14:46:46,AKL,YVR,Auckland Intl,Vancouver Intl
296516,2019-09-19 20:36:44,2019-09-19 20:36:44,f8519d64-9190-477d-8a6c-498cd293fa48,4948,19,A0,2019-02-10 02:31:24,2019-02-10 03:46:32,2019-02-10 02:48:09,2019-02-10 03:43:08,SCE,PHL,University Park,Philadelphia Intl
296519,2019-09-19 20:36:44,2019-09-19 20:36:44,35995576-f062-44b9-b796-b249aafc4c6f,2345,D11,A12,2019-02-10 02:28:39,2019-02-10 04:58:52,2019-02-10 02:56:52,2019-02-10 04:53:55,BDL,ATL,Bradley International,Hartsfield - Jackson Atlanta I
296520,2019-09-19 20:36:44,2019-09-19 20:36:44,16e8bebd-4542-4042-9f9b-7ffafcbf76c2,1726,A30,32,2019-02-10 02:32:16,2019-02-10 05:01:32,2019-02-10 02:44:18,2019-02-10 04:55:49,LAX,DEN,Los Angeles Intl,Denver Intl
296523,2019-09-19 20:36:44,2019-09-19 20:36:44,60dc1422-57b5-44f6-954a-9e037a48da2b,859,F15,A3,2019-02-10 02:38:03,2019-02-10 04:56:47,2019-02-10 02:56:48,2019-02-10 04:52:06,BIL,MSP,Billings Logan Intl,Minneapolis/St. Paul Intl
296525,2019-09-19 20:36:44,2019-09-19 20:36:44,b56ad049-c7af-4a2d-a8d9-a03bd8b736a9,2523,G3,G05,2019-02-10 02:34:01,2019-02-10 03:36:07,2019-02-10 02:54:48,2019-02-10 03:29:41,FSD,MSP,Foss,Minneapolis/St. Paul Intl
296527,2019-09-19 20:36:44,2019-09-19 20:36:44,d59f9d50-136a-47bf-a132-82389d34a89c,2301,A26,A30,2019-02-10 02:39:15,2019-02-10 06:02:51,2019-02-10 03:12:52,2019-02-10 05:56:15,DEN,ATL,Denver Intl,Hartsfield - Jackson Atlanta I
296530,2019-09-19 20:36:44,2019-09-19 20:36:44,11d62546-599b-46d0-9cc6-af0a3297063a,3588,2,Any,2019-02-10 02:40:06,2019-02-10 03:46:33,2019-02-10 02:59:07,2019-02-10 03:42:44,SWO,DFW,,Dallas-ft Worth Intl
296531,2019-09-19 20:36:44,2019-09-19 20:36:44,94da55e2-d708-4d16-945d-c8c7e64cb499,4391,D60N,82,2019-02-10 02:40:49,2019-02-10 06:15:58,2019-02-10 02:57:15,2019-02-10 06:10:52,MCI,MIA,Kansas City Intl,Miami Intl
296533,2019-09-19 20:36:44,2019-09-19 20:36:44,a05516a5-4ad5-46d9-9f26-fd335c47e43e,2628,28,A8,2019-02-10 02:28:05,2019-02-10 04:17:36,2019-02-10 02:49:07,2019-02-10 04:12:24,OMA,DFW,Eppley,Dallas-ft Worth Intl
296535,2019-09-19 20:36:44,2019-09-19 20:36:44,a4a92b3a-8509-48e8-b258-99bcaf16cb51,2959,35,1,2019-02-10 02:23:15,2019-02-10 03:51:50,2019-02-10 02:47:07,2019-02-10 03:45:33,JLN,DFW,Joplin Regl,Dallas-ft Worth Intl
296537,2019-09-19 20:36:44,2019-09-19 20:36:44,e722d06c-e2a7-4fca-8c15-ecb114cf00fb,713,Any,Any,2019-02-10 02:32:31,2019-02-10 06:49:05,2019-02-10 02:44:48,2019-02-10 06:43:40,YUL,HOG,Montreal/pierre-elliott-trudea,Frank Pais Intl
296538,2019-09-19 20:36:44,2019-09-19 20:36:44,2e01b506-b921-446b-9a77-401f354aefd7,858,B24,B3,2019-02-10 02:35:02,2019-02-10 04:54:33,2019-02-10 03:02:52,2019-02-10 04:48:24,ROC,ATL,Greater Rochester Intl,Hartsfield - Jackson Atlanta I
296539,2019-09-19 20:36:44,2019-09-19 20:36:44,4607a84b-2fdb-4266-82dc-da347d0bd9a1,4453,E20,B16,2019-02-10 02:50:44,2019-02-10 05:31:11,2019-02-10 03:10:24,2019-02-10 05:23:54,SDF,MIA,Louisville Intl-standiford,Miami Intl
296542,2019-09-19 20:36:44,2019-09-19 20:36:44,1bf22a1e-dafd-4c73-8298-6a99af30588d,514,Any,Any,2019-02-10 02:27:50,2019-02-10 05:23:47,2019-02-10 02:41:29,2019-02-10 05:17:43,MTY,TIJ,Gen Mariano Escobedo Intl,Gen Abelardo L Rodriguez Intl
296544,2019-09-19 20:36:44,2019-09-19 20:36:44,1b5805f9-47c3-4293-bcd4-95406777b629,4131,22,A5,2019-02-10 02:30:41,2019-02-10 04:44:38,2019-02-10 02:51:07,2019-02-10 04:38:26,TLH,DFW,Tallahassee Regl,Dallas-ft Worth Intl
296546,2019-09-19 20:36:44,2019-09-19 20:36:44,22bf84e3-77a9-4a0a-9fd7-803de03bb646,344,G6,C7,2019-02-10 02:42:22,2019-02-10 12:34:11,2019-02-10 02:59:21,2019-02-10 12:30:50,IAD,HNL,Washington Dulles Intl,Honolulu Intl
296547,2019-09-19 20:36:44,2019-09-19 20:36:44,48a0e279-cd1a-4c4f-8eda-e25a437ed6f6,1351,B21,6,2019-02-10 02:42:42,2019-02-10 06:37:55,2019-02-10 02:54:33,2019-02-10 06:33:41,YWG,PHX,Richardson Intl,Phoenix Sky Harbor Intl
296554,2019-09-19 20:36:44,2019-09-19 20:36:44,5cc1dc82-8655-4386-a6e9-01edfb2ec2ac,3599,15,Any,2019-02-10 02:34:50,2019-02-10 03:56:40,2019-02-10 02:57:07,2019-02-10 03:52:52,BPT,DFW,Southeast Texas Regional,Dallas-ft Worth Intl
296559,2019-09-19 20:36:44,2019-09-19 20:36:44,5fec35a4-794d-4f69-bc76-1d7acc40ec76,5974,31,Any,2019-02-10 02:47:13,2019-02-10 04:16:17,2019-02-10 03:17:07,2019-02-10 04:10:36,JAN,DFW,Jackson-evers Intl,Dallas-ft Worth Intl
296560,2019-09-19 20:36:44,2019-09-19 20:36:44,66fcd235-52ef-483a-922d-38cb41305cd6,4455,E30,A2,2019-02-10 02:43:03,2019-02-10 05:08:14,2019-02-10 03:01:02,2019-02-10 05:04:42,RIC,MIA,Richmond Intl,Miami Intl
296562,2019-09-19 20:36:44,2019-09-19 20:36:44,b689b1ce-f418-48a8-875c-2b854baff252,5833,B22,5,2019-02-10 02:24:16,2019-02-10 04:22:17,2019-02-10 02:40:33,2019-02-10 04:19:59,MAF,PHX,Midland Intl,Phoenix Sky Harbor Intl
296564,2019-09-19 20:36:44,2019-09-19 20:36:44,c7d99575-bc27-4b72-870f-1e286003fd7c,3622,A8,Any,2019-02-10 02:37:56,2019-02-10 03:57:54,2019-02-10 02:52:48,2019-02-10 03:54:10,LAN,MSP,Capital City,Minneapolis/St. Paul Intl
296566,2019-09-19 20:36:44,2019-09-19 20:36:44,e0fc4e15-009a-4f92-b421-3940cd0215b1,1547,16,45,2019-02-10 02:39:53,2019-02-10 05:35:58,2019-02-10 03:03:07,2019-02-10 05:28:56,CUN,DFW,Cancun Intl,Dallas-ft Worth Intl
296568,2019-09-19 20:36:44,2019-09-19 20:36:44,e235c69d-7199-4343-8514-e3ca9fa1858c,4124,8,Any,2019-02-10 02:37:36,2019-02-10 04:22:59,2019-02-10 03:01:07,2019-02-10 04:18:15,GRI,DFW,Central Nebraska Regl,Dallas-ft Worth Intl
296572,2019-09-19 20:36:44,2019-09-19 20:36:44,1e2baa76-3551-4978-aaef-11fc9542365a,940,16,29,2019-02-10 02:49:50,2019-02-10 12:23:53,2019-02-10 03:07:46,2019-02-10 12:16:22,DFW,SCL,Dallas-ft Worth Intl,Arturo Merino Benitez Intl
296577,2019-09-19 20:36:44,2019-09-19 20:36:44,127ed51b-1169-41cd-a5e3-d6c4a75fc8d2,1813,C52,A1,2019-02-10 02:35:47,2019-02-10 04:42:52,2019-02-10 03:04:52,2019-02-10 04:39:55,MDT,ATL,Harrisburg Intl,Hartsfield - Jackson Atlanta I
296578,2019-09-19 20:36:44,2019-09-19 20:36:44,865d0e59-85b2-475f-a355-761a24dbdb4a,525,D53,Any,2019-02-10 02:33:23,2019-02-10 05:50:23,2019-02-10 02:45:55,2019-02-10 05:44:12,AZA,MKE,Phoenix-mesa Gateway,Gen Mitchell Intl
296583,2019-09-19 20:36:44,2019-09-19 20:36:44,5e7b552e-37ad-4b66-b6e9-09d5e6ee450a,905,25,Any,2019-02-10 02:38:41,2019-02-10 07:10:08,2019-02-10 02:53:32,2019-02-10 07:04:05,MVD,LIM,Carrasco Intl/gen C L Berisso,Jorge Chavez Intl
296585,2019-09-19 20:36:44,2019-09-19 20:36:44,9d6ad0c7-ea69-45da-9b75-0d2efe62dae4,5868,B7,2,2019-02-10 02:47:42,2019-02-10 04:49:38,2019-02-10 02:56:49,2019-02-10 04:43:32,AMA,PHX,Rick Husband Amarillo Intl,Phoenix Sky Harbor Intl
296590,2019-09-19 20:36:44,2019-09-19 20:36:44,1a0cd9a1-84e2-4c33-a711-6197cdee2a68,7655,90,Any,2019-02-10 02:47:55,2019-02-10 09:52:31,2019-02-10 03:06:51,2019-02-10 09:47:07,FOR,MCO,Pinto Martins Intl,Orlando Intl
296592,2019-09-19 20:36:44,2019-09-19 20:36:44,573ba504-3336-4d16-aa1a-618ca27c8717,860,323,C4,2019-02-10 02:47:28,2019-02-10 12:48:34,2019-02-10 03:04:25,2019-02-10 12:42:53,IAD,GRU,Washington Dulles Intl,Guarulhos-gov. Andre Franco Mo
296599,2019-09-19 20:36:44,2019-09-19 20:36:44,84a62f74-143c-4442-88df-06ed412c4e75,519,3,B26A,2019-02-10 02:48:01,2019-02-10 15:04:37,2019-02-10 03:02:40,2019-02-10 14:56:55,FRA,SJO,Frankfurt/main,Juan Santamaria Intl
296604,2019-09-19 20:36:44,2019-09-19 20:36:44,891132ed-ccbf-4643-a375-92f7525e5bd6,2826,T01,B36,2019-02-10 02:40:30,2019-02-10 04:56:05,2019-02-10 03:10:52,2019-02-10 04:50:07,JFK,ATL,Kennedy Intl,Hartsfield - Jackson Atlanta I
296609,2019-09-19 20:36:44,2019-09-19 20:36:44,8a05622e-f708-46a6-9989-0834e6af3e4e,53,E9,Any,2019-02-10 02:39:31,2019-02-10 09:45:48,2019-02-10 02:55:12,2019-02-10 09:40:16,ZRH,BOS,Zurich,Logan Intl
296611,2019-09-19 20:36:44,2019-09-19 20:36:44,8b1cdf3f-65ca-4021-9dc3-9f6d8193a504,5866,B16,Any,2019-02-10 02:53:15,2019-02-10 04:16:49,2019-02-10 03:09:11,2019-02-10 04:12:24,DRO,PHX,Durango-la Plata Co,Phoenix Sky Harbor Intl
296612,2019-09-19 20:36:44,2019-09-19 20:36:44,8e92e6ad-f018-4c3a-8501-9806e8888352,5317,75B,7,2019-02-10 03:00:21,2019-02-10 05:15:34,2019-02-10 03:17:30,2019-02-10 05:09:49,COS,LAX,City Of Colorado Springs Mun,Los Angeles Intl
296614,2019-09-19 20:36:44,2019-09-19 20:36:44,9579df31-6846-475e-b187-edcb93a5dc24,209,A55,Any,2019-02-10 02:41:56,2019-02-10 09:07:14,2019-02-10 02:56:53,2019-02-10 09:02:26,CMN,YUL,Mohammed V Intl,Montreal/pierre-elliott-trudea
296615,2019-09-19 20:36:44,2019-09-19 20:36:44,9bd2392c-197a-4dcc-89f9-b0850bbfa835,5976,25,3,2019-02-10 02:46:04,2019-02-10 04:43:09,2019-02-10 03:07:07,2019-02-10 04:39:00,HSV,DFW,Huntsville Intl-jones,Dallas-ft Worth Intl
296616,2019-09-19 20:36:44,2019-09-19 20:36:44,9c1f6483-c5dc-4471-b682-819a7d349d93,7749,H9,B,2019-02-10 02:58:47,2019-02-10 09:05:59,2019-02-10 03:18:03,2019-02-10 08:58:39,BSB,MIA,Pres Juscelino Kubitschek Intl,Miami Intl
296617,2019-09-19 20:36:44,2019-09-19 20:36:44,a180363e-99d4-419b-a882-638a821f3d7b,4347,D60H,B10,2019-02-10 02:35:59,2019-02-10 04:32:43,2019-02-10 02:51:26,2019-02-10 04:26:36,CHS,MIA,Charleston Afb/intl,Miami Intl
296618,2019-09-19 20:36:44,2019-09-19 20:36:44,a29bc48e-a05c-428a-99cb-586c74b93d07,7036,Any,17,2019-02-10 02:44:48,2019-02-10 11:36:22,2019-02-10 03:00:34,2019-02-10 11:33:29,ARN,FLL,Arlanda,Ft Lauderdale-hollywood Intl
296619,2019-09-19 20:36:44,2019-09-19 20:36:44,d6d2f319-a5ea-4708-8020-01a1f57fe142,532,20,Any,2019-02-10 03:02:10,2019-02-10 14:30:42,2019-02-10 03:19:30,2019-02-10 14:25:29,JFK,SCL,Kennedy Intl,Arturo Merino Benitez Intl
296621,2019-09-19 20:36:44,2019-09-19 20:36:44,e73e2662-f6bd-488b-a372-80eae356f9df,974,C55,6,2019-02-10 02:45:34,2019-02-10 13:43:21,2019-02-10 03:00:20,2019-02-10 13:36:07,JFK,GIG,Kennedy Intl,Canavieiras
296625,2019-09-19 20:36:44,2019-09-19 20:36:44,f177c99d-5390-4532-a8b4-4bda89829b75,4319,A13,B9,2019-02-10 02:43:52,2019-02-10 03:55:17,2019-02-10 03:03:39,2019-02-10 03:50:13,MLI,MSP,Quad-city Intl.,Minneapolis/St. Paul Intl
296627,2019-09-19 20:36:44,2019-09-19 20:36:44,0c044029-07eb-45f0-b240-115c16a33f29,922,D33,4,2019-02-10 02:46:39,2019-02-10 05:55:00,2019-02-10 03:03:02,2019-02-10 05:50:23,BUF,MIA,Buffalo Niagara Intl,Miami Intl
296628,2019-09-19 20:36:44,2019-09-19 20:36:44,654c376b-461a-40a8-977c-2cb046ebbb72,1286,D7,C23,2019-02-10 02:52:44,2019-02-10 04:59:48,2019-02-10 03:12:24,2019-02-10 04:55:39,RDU,MIA,Raleigh-durham Intl,Miami Intl
296629,2019-09-19 20:36:44,2019-09-19 20:36:44,6b37d22f-a014-4d72-987b-91950554ce25,3221,B17,Any,2019-02-10 02:32:21,2019-02-10 04:06:36,2019-02-10 02:50:33,2019-02-10 04:01:39,GJT,PHX,Grand Junction Regl,Phoenix Sky Harbor Intl
296630,2019-09-19 20:36:44,2019-09-19 20:36:44,130f7e6f-7b9a-4a63-bbd6-b82a20747236,3956,33,2,2019-02-10 02:49:21,2019-02-10 04:27:17,2019-02-10 03:21:07,2019-02-10 04:21:57,LCH,DFW,Lake Charles Regl,Dallas-ft Worth Intl
296633,2019-09-19 20:36:44,2019-09-19 20:36:44,174b9217-6ce0-49fe-885d-68d42ca7f29f,945,A21,15,2019-02-10 02:52:36,2019-02-10 05:37:01,2019-02-10 03:18:52,2019-02-10 05:32:09,AUS,ATL,Austin-bergstrom Intl,Hartsfield - Jackson Atlanta I
296636,2019-09-19 20:36:44,2019-09-19 20:36:44,29848e6a-de28-4650-b130-223fcfff43b2,34,Any,Any,2019-02-10 02:43:03,2019-02-10 10:38:58,2019-02-10 02:54:03,2019-02-10 10:33:49,LIS,FOR,Lisbon,Pinto Martins Intl
296638,2019-09-19 20:36:44,2019-09-19 20:36:44,2f2d7bc8-44ca-4bd4-9615-e20dae6bb2d8,34,Any,Any,2019-02-10 02:53:23,2019-02-10 10:47:03,2019-02-10 03:08:20,2019-02-10 10:40:07,MAD,PUJ,Barajas,Punta Cana Intl
296639,2019-09-19 20:36:44,2019-09-19 20:36:44,3d489a78-4f2a-43a0-8307-23032ae879b8,120,87,Any,2019-02-10 02:45:37,2019-02-10 10:47:09,2019-02-10 02:58:29,2019-02-10 10:40:28,DUB,MCO,Dublin Intl,Orlando Intl
296640,2019-09-19 20:36:44,2019-09-19 20:36:44,4616cbd2-6cab-4ab5-b2bc-b8435bf09d5c,5929,16,Any,2019-02-10 02:50:23,2019-02-10 05:09:00,2019-02-10 03:23:07,2019-02-10 05:04:10,EVV,DFW,Evansville Regl,Dallas-ft Worth Intl
296641,2019-09-19 20:36:44,2019-09-19 20:36:44,581f9611-a2ee-41da-b399-21610b6178d1,5739,29,2,2019-02-10 02:44:44,2019-02-10 04:24:34,2019-02-10 03:11:07,2019-02-10 04:18:58,LFT,DFW,Lafayette Regional,Dallas-ft Worth Intl
296643,2019-09-19 20:36:44,2019-09-19 20:36:44,65376340-1088-4d5f-8db1-48d7b7119b4e,3257,5,Any,2019-02-10 02:50:23,2019-02-10 04:19:16,2019-02-10 03:15:07,2019-02-10 04:13:58,MLU,DFW,Monroe Regl,Dallas-ft Worth Intl
296645,2019-09-19 20:36:44,2019-09-19 20:36:44,76b6d080-c645-40eb-86d3-e1b56fc4114a,611,Any,Any,2019-02-10 02:52:20,2019-02-10 11:05:18,2019-02-10 03:12:14,2019-02-10 10:58:41,FCO,JFK,Fiumicino,Kennedy Intl
296648,2019-09-19 20:36:44,2019-09-19 20:36:44,7a21cf59-856a-4386-b574-8db58a50ef9f,22,Any,Any,2019-02-10 02:49:29,2019-02-10 11:49:29,2019-02-10 03:05:35,2019-02-10 11:45:24,LIS,SSA,Lisbon,Dep. L. E. Magalhaes Intl
296650,2019-09-19 20:36:44,2019-09-19 20:36:44,c35d7c1d-ca4b-4c5a-9975-146872a84361,2964,34,Any,2019-02-10 02:44:24,2019-02-10 04:28:47,2019-02-10 03:13:07,2019-02-10 04:22:46,LRD,DFW,Laredo Intl,Dallas-ft Worth Intl
296651,2019-09-19 20:36:44,2019-09-19 20:36:44,cee76456-0d85-4e09-8335-8deedf5fee40,713,94,Any,2019-02-10 02:41:39,2019-02-10 05:08:02,2019-02-10 02:55:58,2019-02-10 05:03:20,YHM,MCO,Hamilton,Orlando Intl
296653,2019-09-19 20:36:44,2019-09-19 20:36:44,eda88451-4cb0-41a1-8235-b582a0ac3056,865,7,10,2019-02-10 02:33:40,2019-02-10 09:06:10,2019-02-10 02:41:53,2019-02-10 09:01:23,OAK,KOA,Metro Oakland Intl,Kona Intl At Keahole
296654,2019-09-19 20:36:44,2019-09-19 20:36:44,fd0fb5eb-f0f9-4fe6-8af8-ddcb40edfdb3,6068,52F,1,2019-02-10 02:47:53,2019-02-10 05:17:06,2019-02-10 03:01:49,2019-02-10 05:12:45,OKC,LAX,Will Rogers World,Los Angeles Intl
296656,2019-09-19 20:36:44,2019-09-19 20:36:44,2d842ee7-d233-458d-9482-a8d3cc80c851,3060,B15A,4,2019-02-10 03:01:15,2019-02-10 04:09:20,2019-02-10 03:16:49,2019-02-10 04:05:38,YUM,PHX,International,Phoenix Sky Harbor Intl
296659,2019-09-19 20:36:44,2019-09-19 20:36:44,454a7d01-cae9-43e8-855e-b7867763706b,555,A1,B6,2019-02-10 02:44:48,2019-02-10 06:10:18,2019-02-10 03:02:38,2019-02-10 06:07:35,ANC,SEA,Stevens Anchorage Intl,Seattle-tacoma Intl
296661,2019-09-19 20:36:44,2019-09-19 20:36:44,48d8e859-7037-402b-b935-c7854d6df173,670,Any,Any,2019-02-10 02:52:53,2019-02-10 04:30:29,2019-02-10 03:11:48,2019-02-10 04:24:01,CUL,GDL,Culiacan Intl,Don Miguel Hidalgo Intl
296663,2019-09-19 20:36:44,2019-09-19 20:36:44,8a244896-3f1c-4d6f-a29b-563f81f73f08,44,B28,TBA,2019-02-10 02:55:50,2019-02-10 09:26:15,2019-02-10 03:16:30,2019-02-10 09:18:47,DUB,JFK,Dublin Intl,Kennedy Intl
296746,2019-09-19 20:36:44,2019-09-19 20:36:44,d57bd107-7414-4ac2-8833-1b63cb61910c,3480,1,B1,2019-02-10 02:50:01,2019-02-10 05:25:10,2019-02-10 03:19:07,2019-02-10 05:20:14,LEX,DFW,Blue Grass,Dallas-ft Worth Intl
296784,2019-09-19 20:36:44,2019-09-19 20:36:44,37c5a407-6b2e-47ad-93d0-0172d393052e,1696,C47,A10,2019-02-10 02:48:27,2019-02-10 05:07:17,2019-02-10 03:16:52,2019-02-10 05:01:45,IAH,ATL,George Bush Intercontinental/h,Hartsfield - Jackson Atlanta I
296785,2019-09-19 20:36:44,2019-09-19 20:36:44,0e0619af-f238-46cd-90b8-755ed26f9ba5,5737,A1,B7,2019-02-10 02:54:48,2019-02-10 03:52:40,2019-02-10 03:11:11,2019-02-10 03:49:01,TUS,PHX,Tucson Intl,Phoenix Sky Harbor Intl
296786,2019-09-19 20:36:44,2019-09-19 20:36:44,1f1bbfab-2ed7-4d5b-bc4e-e6c0539194d4,16,16,Any,2019-02-10 02:53:14,2019-02-10 11:24:55,2019-02-10 03:01:47,2019-02-10 11:19:47,LIS,REC,Lisbon,Guararapes - Gilberto Freyre
296789,2019-09-19 20:36:44,2019-09-19 20:36:44,30003bd1-5b52-43aa-b90c-79178c1ba7b2,31,7,5,2019-02-10 03:04:48,2019-02-10 16:46:07,2019-02-10 03:19:43,2019-02-10 16:39:23,AKL,EZE,Auckland Intl,Ezeiza Intl Ministro Pistarini
296791,2019-09-19 20:36:44,2019-09-19 20:36:44,30a8fbad-2c2d-4f6e-a8c0-ebfeb47696b7,1704,D38,Any,2019-02-10 02:47:36,2019-02-10 05:29:42,2019-02-10 03:03:42,2019-02-10 05:25:24,YDF,YYZ,Deer Lake,Toronto/pearson Intl
296792,2019-09-19 20:36:44,2019-09-19 20:36:44,3955f0e0-7fea-4a3e-a518-40c2e2790236,5716,43,Any,2019-02-10 02:50:53,2019-02-10 04:45:44,2019-02-10 03:25:07,2019-02-10 04:42:42,COU,DFW,Columbia Regl,Dallas-ft Worth Intl
296793,2019-09-19 20:36:44,2019-09-19 20:36:44,9311ca45-df63-45fb-864e-e71b29cf5317,594,Any,H5,2019-02-10 02:53:48,2019-02-10 06:52:03,2019-02-10 03:07:08,2019-02-10 06:47:08,MSP,MZT,Minneapolis/St. Paul Intl,Gen Rafael Buelna Intl
296794,2019-09-19 20:36:44,2019-09-19 20:36:44,add58008-b917-4692-86f5-0250d534f5ac,4550,D60Q,7,2019-02-10 02:46:57,2019-02-10 04:45:41,2019-02-10 03:05:02,2019-02-10 04:40:39,PNS,MIA,Pensacola Regl,Miami Intl
296795,2019-09-19 20:36:44,2019-09-19 20:36:44,c18fa915-2cee-404d-85e4-2caca45e5164,1371,A9,C6,2019-02-10 03:01:40,2019-02-10 05:08:14,2019-02-10 03:29:07,2019-02-10 05:04:37,DSM,DFW,Des Moines Intl,Dallas-ft Worth Intl
296796,2019-09-19 20:36:44,2019-09-19 20:36:44,c85b573c-6ebe-4067-a0e6-f2784405d11f,979,108,15,2019-02-10 02:53:58,2019-02-10 13:12:27,2019-02-10 03:13:38,2019-02-10 13:04:52,EZE,EWR,Ezeiza Intl Ministro Pistarini,Newark Liberty Intl
296855,2019-09-19 20:36:44,2019-09-19 20:36:44,dde8d0ab-103c-42f9-8020-fe035b9d0ae6,34,9,Any,2019-02-10 02:47:24,2019-02-10 13:30:19,2019-02-10 03:03:03,2019-02-10 13:23:05,IST,IAH,Ataturk,George Bush Intercontinental/h
296856,2019-09-19 20:36:44,2019-09-19 20:36:44,e65597b5-90cb-4aaa-8486-74e4427be4d2,973,47,68,2019-02-10 02:51:00,2019-02-10 11:05:14,2019-02-10 03:08:56,2019-02-10 10:59:51,GIG,JFK,Canavieiras,Kennedy Intl
296858,2019-09-19 20:36:44,2019-09-19 20:36:44,fea6de09-355b-45d7-b17d-8423d00cbf1f,1149,25,TBA,2019-02-10 02:55:34,2019-02-10 08:04:29,2019-02-10 03:12:58,2019-02-10 07:58:25,HNL,LAX,Honolulu Intl,Los Angeles Intl
296860,2019-09-19 20:36:44,2019-09-19 20:36:44,62ce7430-943d-4546-b292-8c93f07b6a3e,2711,33,B7,2019-02-10 02:48:47,2019-02-10 05:08:37,2019-02-10 03:09:07,2019-02-10 05:04:25,IND,DFW,Indianapolis Intl,Dallas-ft Worth Intl
296861,2019-09-19 20:36:44,2019-09-19 20:36:44,3b06ef0c-831a-414c-a8ed-8fc622ce0e75,1446,G14,37A,2019-02-10 02:49:33,2019-02-10 06:53:12,2019-02-10 03:08:02,2019-02-10 06:47:05,LAX,MSP,Los Angeles Intl,Minneapolis/St. Paul Intl
296863,2019-09-19 20:36:44,2019-09-19 20:36:44,bfb1cb42-b703-496f-9b84-eb114b42395f,2627,B3,33B,2019-02-10 02:53:43,2019-02-10 05:37:02,2019-02-10 03:11:32,2019-02-10 05:29:58,LAX,SEA,Los Angeles Intl,Seattle-tacoma Intl
296864,2019-09-19 20:36:44,2019-09-19 20:36:44,136bb8f2-6bbe-4c36-bd29-256706cf42e5,601,Any,Any,2019-02-10 02:38:13,2019-02-10 07:56:18,2019-02-10 02:52:49,2019-02-10 07:51:06,POS,YYZ,Piarco Intl,Toronto/pearson Intl
296865,2019-09-19 20:36:44,2019-09-19 20:36:44,386a4ace-c98c-4336-9bbf-da257e0c2e65,6108,Any,Any,2019-02-10 02:43:10,2019-02-10 12:17:40,2019-02-10 02:58:18,2019-02-10 12:10:44,MAD,PUJ,Barajas,Punta Cana Intl
296866,2019-09-19 20:36:44,2019-09-19 20:36:44,44ab367c-865e-4d16-9849-41889a111c87,766,5,F17,2019-02-10 02:52:00,2019-02-10 10:08:28,2019-02-10 03:10:05,2019-02-10 10:02:31,MIA,VVI,Miami Intl,Viru Viru Intl
296868,2019-09-19 20:36:44,2019-09-19 20:36:44,81a3b738-c9ae-4dea-a902-20b756de196c,9968,F10,F8,2019-02-10 03:02:52,2019-02-10 05:40:02,2019-02-10 03:20:52,2019-02-10 05:37:13,MSP,ATL,Minneapolis/St. Paul Intl,Hartsfield - Jackson Atlanta I
296869,2019-09-19 20:36:44,2019-09-19 20:36:44,a3073666-04fc-4ead-90c4-74435961e8d9,216,B36,104,2019-02-10 03:03:22,2019-02-10 09:29:47,2019-02-10 03:20:16,2019-02-10 09:23:10,DSS,JFK,Unknown airport with code DSS,Kennedy Intl
296871,2019-09-19 20:36:44,2019-09-19 20:36:44,a3dab898-9116-4318-ade7-18323ef538a0,527,8,H06,2019-02-10 03:02:49,2019-02-10 04:23:00,2019-02-10 03:21:34,2019-02-10 04:15:20,MIA,HAV,Miami Intl,Jose Marti Intl
296873,2019-09-19 20:36:44,2019-09-19 20:36:44,bbf8e98e-f9cf-4108-9818-3b811e228630,4042,47,4,2019-02-10 03:05:10,2019-02-10 05:02:47,2019-02-10 03:31:07,2019-02-10 04:59:41,MGM,DFW,Montgomery Regl,Dallas-ft Worth Intl
296875,2019-09-19 20:36:44,2019-09-19 20:36:44,c80507e0-0b79-4581-80a2-a6095b121338,3966,35,1,2019-02-10 02:58:15,2019-02-10 04:42:04,2019-02-10 03:27:07,2019-02-10 04:36:00,GCK,DFW,Garden City Regl,Dallas-ft Worth Intl
296876,2019-09-19 20:36:44,2019-09-19 20:36:44,d65618cd-cb2f-461f-8007-91bdab4a06a8,7733,H7,Any,2019-02-10 02:57:40,2019-02-10 08:58:08,2019-02-10 03:16:03,2019-02-10 08:52:33,FOR,MIA,Pinto Martins Intl,Miami Intl
